Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
16654,0,0,-1,0,-2,1,1,-1,-1,0,0,0,0,-1,-3,1,-1,-2,-3,1,0,2,0,0,-3,-1,2,-1,-1,-3,-1,-1,0,0,-1,0,-1,-3,1,-1,-2,0,0,2,-2,0,1,0,0,0,0,0,0,0,-2,0,0,-1,1,3,0
40358,0,0,-1,-1,0,3,2,0,-3,0,-2,0,1,-1,-3,1,2,-2,-2,-1,0,-1,0,0,1,1,1,0,1,2,0,0,0,0,1,-2,-1,-2,-2,-1,3,-1,0,0,0,0,-1,0,-3,0,0,0,-1,0,-1,0,0,0,0,-2,15
37880,0,0,2,-1,-1,0,3,-1,-1,0,2,1,-2,2,2,2,0,1,-2,0,0,0,0,1,1,-3,-2,0,-2,-2,-2,0,-1,0,-1,0,0,2,-1,0,1,-1,0,0,-3,0,-3,1,0,0,0,0,1,0,-1,0,0,0,2,-1,7
47582,0,1,-1,-1,0,2,2,0,0,0,0,2,-2,2,-2,-1,-2,0,-2,-1,0,0,0,0,-2,-2,0,0,-2,-2,0,0,-1,0,2,0,-1,2,1,-1,1,-1,-1,0,1,0,-3,0,-1,0,0,0,-2,0,-1,0,0,-2,0,0,9
5657,0,0,1,-1,-1,0,1,0,-1,0,-2,-1,-1,-1,0,-1,-1,0,1,0,0,0,0,0,1,-1,-1,0,2,-2,-1,0,-2,0,-3,0,-2,1,3,1,-1,-2,0,0,-2,0,1,0,1,0,0,0,1,0,0,0,-1,0,-2,1,12
43801,0,0,0,-1,-2,-3,-1,0,1,0,-1,-1,-1,0,0,3,-2,0,2,1,0,2,0,0,-2,2,1,0,2,1,0,0,1,0,1,-3,-1,1,3,-1,-1,0,-1,0,2,-1,1,0,1,0,0,1,0,0,0,1,0,0,1,-2,6
27439,0,0,0,1,-1,-1,-2,0,0,0,-3,-1,0,-3,2,2,1,0,0,-2,0,-1,0,0,-2,-2,-2,0,0,-2,-2,0,0,0,3,-2,-2,1,-1,0,-2,-1,-1,0,-1,0,0,0,0,0,0,0,-1,0,-2,0,1,0,0,2,0
55410,0,0,-1,-2,-2,1,-1,0,0,0,-1,-2,0,0,-2,1,-1,1,-1,-1,0,2,0,0,-1,-1,1,0,0,-1,0,0,0,0,2,0,-1,-2,3,-1,-1,-1,-2,-1,-1,0,-2,0,3,0,0,0,1,0,1,0,0,1,0,1,14
12507,0,0,-2,2,2,-1,-1,0,2,0,1,0,-1,0,1,-2,-2,0,-1,2,0,0,-1,0,-1,-1,1,0,-1,0,0,1,1,0,2,0,0,0,-2,2,0,-1,1,2,1,0,2,-1,-1,-1,0,1,-1,0,2,1,0,-1,0,0,8
45176,1,0,1,1,2,1,0,0,0,0,2,-2,0,0,-1,-1,-2,-1,-1,-2,0,0,0,0,0,0,-1,0,0,2,3,0,-1,0,1,0,-2,0,1,1,3,1,0,1,1,0,0,0,-2,-1,0,0,3,0,0,0,0,3,2,-2,8
56276,0,0,-1,0,1,-1,1,0,-1,-1,2,3,2,2,-2,-2,0,2,-2,-2,-1,3,0,0,0,0,-1,0,3,-1,2,-1,-2,0,-1,-3,1,-1,0,-2,0,1,1,3,-3,-1,3,1,1,0,0,-1,3,0,1,0,0,1,2,0,2
18593,0,0,-1,-1,-3,1,-1,0,-2,0,-2,0,0,-3,3,1,0,1,-1,0,0,1,0,0,-2,-1,-2,0,0,-1,-1,0,1,0,-2,-3,-3,-1,1,-2,-1,2,2,0,2,0,0,0,2,0,-1,0,-3,0,-3,0,1,0,2,1,5
58787,0,0,3,3,2,-1,-1,0,-2,0,-3,-2,-1,-1,1,-1,-2,1,-2,0,0,-1,0,0,0,-2,0,0,-1,0,-2,0,1,-1,1,1,-2,-3,0,-2,-2,-2,2,-2,0,0,-3,1,0,0,0,-1,2,0,-1,0,0,1,2,2,11
50172,0,1,1,0,-1,0,-3,0,3,0,2,0,-1,0,3,-2,1,1,-2,0,0,2,0,1,0,3,0,0,-2,3,1,0,2,0,0,1,-1,0,-1,-2,-1,0,0,3,-1,0,1,0,3,0,0,0,1,0,2,0,0,1,2,2,6
30913,1,0,-3,-2,0,2,-1,0,1,0,-3,2,-1,-1,0,-2,2,-1,1,1,0,0,0,0,1,1,2,0,-2,0,-1,1,-1,0,-1,-1,0,0,2,1,0,-1,2,1,2,1,2,0,-2,0,0,0,2,0,1,0,0,2,-1,0,2
32288,0,0,3,-2,-1,0,3,0,1,0,0,2,0,1,2,-2,0,0,1,1,1,0,0,1,1,2,1,1,0,-2,-2,0,-1,0,-1,-1,0,2,0,-2,-1,-1,1,-1,1,0,1,1,1,-1,0,0,-2,0,1,0,0,-1,-1,-2,12
38656,0,1,0,1,2,-2,-2,0,2,0,2,0,-2,2,-2,0,0,2,-2,-1,0,-1,0,0,0,3,0,0,-2,1,0,0,-1,1,-1,2,-2,2,1,-2,-3,1,-1,2,-2,0,0,0,1,0,0,-1,2,0,-1,0,0,0,1,1,2
40570,0,0,-1,-2,0,0,-1,0,3,-1,-2,0,1,3,2,-1,0,-1,0,-2,-1,1,0,-1,2,1,-1,0,-2,1,0,0,-2,0,1,1,2,-1,3,1,-1,2,1,2,1,0,0,0,0,0,0,0,1,-1,0,0,0,1,-2,0,10
39536,1,0,-1,-1,0,0,-2,0,0,1,0,3,-2,1,1,2,2,0,1,-1,0,2,-1,0,0,1,-1,0,0,-1,-1,0,3,0,-1,2,0,1,1,0,-2,0,1,0,-3,0,-1,1,0,1,1,0,-2,0,1,0,0,-3,-1,2,5
907,1,0,-2,2,1,2,1,0,-2,0,-1,-1,1,-3,-3,-1,3,-2,-2,-2,0,1,0,0,-2,1,1,0,0,0,2,0,2,0,-1,-2,-2,0,1,1,-2,-1,1,1,0,0,1,0,-1,0,1,0,-2,0,1,0,0,1,-1,-1,15
3284,0,0,-1,-3,0,2,-2,0,0,0,-1,0,3,-1,-2,1,1,-1,-1,-1,0,1,0,0,-2,-3,2,0,-1,-2,1,0,0,0,-2,-1,-1,0,1,1,-2,-1,0,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0
12192,0,0,-3,-3,1,1,0,0,-2,0,1,1,-1,1,0,-2,0,-3,1,-2,0,3,-1,0,-1,0,-3,-1,0,0,-1,0,-1,0,-1,1,-3,2,-2,0,0,0,0,2,-1,0,-1,0,0,0,0,0,1,0,-2,-1,0,-1,1,-2,0
23333,0,0,-2,-1,2,2,0,0,1,0,0,-1,0,-1,-2,0,0,1,3,0,0,0,0,0,-2,0,0,0,3,-3,-1,0,-1,0,0,1,1,3,0,0,1,-3,-2,0,-2,-1,1,0,2,0,0,0,-2,0,0,0,0,1,-1,-3,1
43590,0,0,0,0,1,-1,0,0,1,-1,1,2,-1,3,0,-1,-1,2,2,1,0,1,0,0,-2,-1,-1,0,-3,-1,-2,0,0,-1,0,2,-2,1,0,1,1,1,-1,-1,1,0,-1,0,1,0,0,0,-1,1,-1,0,0,0,-1,0,13
29740,0,0,0,-2,1,2,-1,0,-3,0,-1,0,2,0,-2,0,-1,-1,2,3,0,1,0,0,-2,-3,1,0,0,2,1,0,2,-1,0,-2,-3,-2,3,2,-1,3,1,2,0,0,-1,1,-1,0,0,-1,-1,0,1,0,0,0,0,-1,3
56797,0,0,-3,0,2,1,-1,0,2,0,-1,1,-2,-2,1,0,1,-1,0,2,-1,1,0,1,2,0,0,0,-2,-1,-1,0,1,0,-1,0,-1,2,1,0,1,-1,0,1,3,1,2,-1,0,0,0,0,1,1,0,0,0,1,-1,-1,2
29280,0,0,-3,1,-1,-2,0,0,-1,0,-1,1,0,0,1,3,-1,-1,-3,-1,0,1,0,0,-1,1,2,0,2,1,-2,0,-1,1,0,-2,-1,-3,0,-2,-1,2,-2,2,-2,0,2,0,2,0,0,0,-1,0,2,0,0,0,0,-1,14
35349,0,0,2,0,1,3,-1,0,1,0,-1,2,1,-2,-1,-1,0,0,-2,1,0,1,1,0,-2,-1,1,0,1,-2,-1,0,1,0,0,-1,0,3,-2,-2,-1,2,2,0,0,0,2,0,0,0,1,0,-1,0,1,0,0,2,1,-2,7
59673,0,0,-3,-3,2,1,0,0,-2,1,-2,-2,0,-2,-2,1,1,2,-3,-3,0,1,0,0,1,1,-1,0,2,2,2,0,1,0,0,-2,1,0,2,-2,-1,-2,2,-1,2,0,-1,-1,-2,0,0,-1,1,0,-1,0,0,-1,-1,0,15
59138,0,0,-2,0,-1,-2,1,0,2,0,-1,0,-2,-3,-1,-2,-1,0,2,0,0,-1,0,-1,2,0,2,0,-3,0,-1,0,-2,0,0,2,2,-1,0,1,-1,-1,2,1,-1,0,-1,0,-2,-1,0,0,-2,0,1,0,0,-3,2,1,5
19125,0,0,1,-2,-1,1,-1,1,1,0,0,0,3,-1,-1,1,0,3,-1,1,0,1,1,-1,-3,-2,2,0,3,-2,1,0,0,0,2,0,-1,-1,-2,0,0,0,-1,3,-1,0,0,1,0,0,0,0,0,0,-2,0,0,0,3,3,13
42856,0,0,0,2,-2,1,1,0,3,0,1,0,-1,-1,3,-1,-1,0,2,2,0,2,0,0,0,0,3,1,0,-1,1,1,0,0,1,2,-3,-2,-1,-2,1,-1,0,1,-2,-1,-1,0,3,0,0,0,-1,0,1,0,0,3,1,-1,11
34864,0,0,1,-1,-3,2,-1,0,0,0,-1,-1,-1,-2,2,-3,-3,0,1,0,1,-1,0,0,2,-2,-1,0,-1,-2,2,0,2,0,0,2,2,1,0,-1,1,1,-2,0,2,0,0,1,0,0,0,0,1,0,0,-1,0,-2,-3,2,13
30953,0,0,-1,-1,-1,3,-2,0,1,0,-1,-1,0,1,1,-1,-1,0,2,3,1,1,0,0,3,-1,-2,0,0,-2,2,0,-1,0,-2,0,2,1,0,-1,2,2,-1,-2,2,0,2,0,1,0,0,0,-1,0,1,0,0,-2,-2,2,13
33293,0,1,1,-2,3,2,-1,0,-1,0,-1,1,1,-3,-2,-1,1,-2,1,0,0,0,0,0,0,0,0,0,1,-3,-1,1,0,-1,1,0,-1,-2,-1,-1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-3,-1,1,1
43046,0,1,2,2,-3,1,1,0,-1,0,0,1,0,3,1,-1,0,2,3,-1,0,1,0,0,3,1,1,-1,-1,-2,0,-1,-3,0,1,-3,0,0,3,1,1,2,0,1,-1,0,-1,0,-1,0,0,0,1,0,0,0,1,0,1,-2,11
3486,0,0,0,-2,0,1,2,0,1,0,3,2,-3,1,1,-1,1,1,-1,2,0,2,0,-1,2,0,0,0,-1,-1,1,0,-1,0,-1,1,0,2,0,1,-1,-2,-1,-2,0,0,-1,0,0,0,0,0,-1,0,1,0,0,2,2,-1,7
1094,0,0,2,0,-1,1,-1,0,2,0,0,1,1,-1,3,-1,1,0,-1,-1,0,2,0,0,1,0,0,0,-2,-2,1,0,0,0,-3,0,1,1,0,-3,-2,-1,1,2,-2,0,-2,0,-3,0,0,0,0,-1,-1,0,0,0,-3,0,13
6758,0,0,-2,-3,-1,-1,-2,0,-1,0,-2,0,1,-2,-1,3,2,1,0,2,0,1,0,0,0,-1,1,0,-1,-2,0,0,-2,0,0,0,0,-3,-2,0,-1,-3,-2,-2,-1,-1,-2,0,2,0,0,0,-3,0,-1,0,0,-3,1,0,15
28708,0,0,-2,-1,-1,-2,0,0,-2,1,-1,1,-2,-3,0,-2,2,1,2,-3,0,1,0,0,-3,-2,-1,0,0,-1,-1,-1,-1,0,-2,2,-2,1,0,-3,2,-2,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,1,-3,0
31377,0,0,-1,-3,0,-1,-2,1,-1,0,-1,-2,0,1,0,0,1,-2,1,-1,0,1,0,0,-1,3,2,0,0,1,-1,0,-3,0,2,0,0,-1,1,0,-1,2,-1,0,1,0,-3,0,1,0,1,-1,1,0,1,0,0,-1,-1,1,14
52330,0,0,0,2,0,-1,-1,0,0,0,1,0,2,0,-1,-2,1,0,-2,3,0,0,1,0,0,1,2,0,-1,1,1,0,-2,0,0,2,3,-1,2,1,-2,-2,3,0,-1,0,0,-1,1,0,0,0,-1,1,-1,0,0,1,-1,-2,13
35746,0,0,0,-1,-2,1,2,0,-2,0,-2,1,-1,-1,2,0,0,3,0,0,0,-1,0,0,1,-2,-2,0,-3,-2,-2,0,1,0,-2,2,2,1,0,-1,1,1,-2,1,-1,0,1,0,1,0,0,0,-2,0,-1,0,0,0,-1,-1,13
11741,0,0,-1,0,0,-1,1,0,0,0,2,1,-3,0,-1,0,0,2,-2,3,0,0,0,0,2,0,-1,0,-1,-2,2,0,-2,-1,1,0,3,-1,1,2,0,-1,-2,-1,-1,0,-2,0,2,0,0,0,0,0,1,0,0,2,-1,-2,7
35397,0,0,-1,-1,0,1,0,0,1,0,3,-3,-1,-1,1,0,-3,0,2,2,0,-1,0,0,-1,-2,1,0,-1,-1,1,-1,1,0,2,-3,-1,0,2,1,1,-1,1,2,2,1,3,0,-1,0,0,0,1,0,2,0,0,0,1,-1,8
10298,0,0,1,-1,0,0,-2,0,-2,0,-1,-1,-2,2,1,-2,-1,-3,2,1,0,1,0,0,0,0,-2,0,1,1,1,0,-1,0,-2,1,1,1,2,-1,2,-1,-1,0,1,0,-2,0,2,0,0,0,0,0,-1,0,-1,0,-1,-1,12
18528,0,0,0,-3,-1,2,1,0,2,-1,-3,-2,0,-3,0,0,-2,1,1,1,0,1,1,0,1,3,-2,0,-1,-1,-1,0,0,0,-3,-2,0,3,2,1,-1,0,0,-1,1,0,0,0,1,0,0,0,-1,0,3,0,0,0,-2,0,12
56426,0,0,0,0,-1,0,1,0,-2,0,0,3,0,-2,0,3,1,-2,-2,1,0,0,0,0,-2,-2,1,1,-1,1,-2,0,1,0,1,0,-1,-1,-2,1,-1,0,-1,1,-1,0,1,0,0,0,1,0,1,0,-3,-1,0,2,1,3,0
50686,0,0,0,1,0,1,1,0,0,0,2,2,0,0,0,-2,-2,1,2,-1,0,0,1,0,1,0,2,-1,-1,-1,0,0,-1,0,1,-2,-2,-1,1,-2,2,2,1,0,-1,0,-1,0,2,0,0,0,1,0,1,0,0,2,1,-2,11
13033,0,0,-2,0,-1,-1,-1,0,1,0,-1,0,2,1,-1,0,2,0,-1,-2,0,-2,0,0,1,0,0,0,0,-2,0,0,-1,0,-1,2,1,-1,0,-2,1,0,0,0,0,0,2,1,-1,0,0,0,1,0,0,0,0,-1,-2,1,10
45290,0,0,1,1,-2,0,-1,0,2,0,-1,-1,2,-1,0,-1,2,-2,0,-1,-1,-1,0,0,-2,0,-2,0,-1,0,2,0,0,0,0,-1,-2,-1,1,-2,-1,0,2,1,-1,0,2,0,1,0,0,0,-3,0,3,0,0,-1,0,-1,15
6414,0,0,1,-1,-1,-1,-1,0,1,0,0,-1,-1,-2,1,2,-1,0,-1,1,1,0,0,0,-2,-1,0,0,2,-1,-1,0,1,0,1,-1,1,0,-2,-1,-2,1,-1,1,2,0,2,0,0,0,0,-1,-2,0,2,1,0,1,-2,-1,7
48662,0,-1,-1,-1,-2,-2,-1,0,1,0,-2,-2,0,-1,0,1,-1,0,0,0,0,1,0,0,-2,2,0,0,2,0,-2,0,-1,0,2,-2,0,0,3,-1,1,1,0,0,-1,0,0,0,2,-1,0,0,-1,0,1,0,1,-3,1,-1,6
47785,0,0,0,-2,-2,2,0,0,1,0,-2,3,-2,-3,1,3,-2,-1,-1,2,0,2,0,0,-1,-1,-2,0,0,-2,-1,0,1,0,-1,-2,0,1,-2,-1,-1,1,0,1,0,0,2,0,-1,0,0,0,-2,0,0,0,-1,1,-3,-1,7
57938,0,0,1,1,-1,0,1,0,-1,0,-3,2,-1,1,2,1,0,-3,0,1,0,-1,0,0,0,2,2,0,2,1,-2,0,-1,0,3,-1,-1,2,2,2,0,0,0,1,-1,0,-1,0,1,-1,0,1,0,0,-2,0,0,0,-2,2,9
51796,0,0,-1,0,1,-2,0,0,1,0,0,1,1,-1,0,-2,0,2,2,-2,1,1,0,0,2,-2,2,0,-1,-2,-3,0,1,0,-3,3,-2,-1,-2,-2,-2,0,-2,0,2,0,0,0,1,0,0,0,-2,0,-1,0,1,3,-2,0,10
30686,0,0,3,2,1,-1,1,0,0,0,0,-1,2,-1,0,-1,-1,1,2,1,0,1,0,0,0,-1,-1,0,-3,3,0,0,0,0,1,0,3,0,2,-3,-1,-2,3,-2,-2,0,0,0,3,0,0,0,2,0,1,0,0,0,-1,0,5
18452,0,0,-1,-1,1,1,-2,0,-2,1,-1,2,-1,-3,-1,2,1,-1,1,2,-1,1,0,0,-1,1,-1,0,-2,2,-2,0,2,0,-1,-2,0,0,0,3,-2,-1,3,-1,2,0,2,0,0,0,0,0,0,0,3,0,0,0,-1,-2,2
21689,0,0,-2,-1,-1,0,-2,1,-3,0,-1,0,3,1,0,1,-1,1,2,0,0,0,0,-1,0,-1,-1,0,-1,-2,0,0,0,0,0,3,0,-1,1,-3,1,-1,0,-1,1,0,-1,0,2,1,0,0,1,0,0,0,0,0,-1,-1,10
12968,0,0,-2,0,0,1,-3,1,0,0,0,-2,2,-1,-1,-3,0,0,-3,0,0,-1,1,0,0,3,-1,0,0,0,0,0,0,0,-1,-1,-1,-2,2,-1,-1,-3,1,-1,2,0,2,0,-1,0,1,0,1,0,1,0,0,-1,-2,-3,15
53883,0,1,-1,-2,0,1,-1,0,2,0,-1,2,0,-1,0,-2,-1,0,1,2,0,1,0,0,2,1,0,0,-1,-1,-2,0,-2,0,-2,1,1,2,1,-2,2,2,-2,-2,0,-1,0,0,2,0,0,1,-1,0,0,0,0,-2,0,0,13
59434,0,0,0,-1,1,0,-1,0,0,0,3,-2,-3,2,1,-1,-2,-1,0,1,0,2,-1,0,0,1,-3,0,1,0,-2,1,0,0,-1,3,0,-2,1,-1,3,-2,-2,1,3,0,-1,0,1,0,0,0,-1,0,0,0,0,-1,-3,-1,12
28753,0,0,2,-2,-1,-1,-2,0,0,0,-2,1,2,-2,1,3,3,3,0,2,0,2,0,0,-1,-2,2,-1,1,0,0,0,-1,0,1,-2,1,-1,1,-1,-2,-2,-1,2,-1,0,-2,0,0,0,0,0,-1,0,-1,1,0,-1,2,1,15
1470,-1,0,2,1,0,2,1,0,1,0,0,0,-2,0,2,1,0,0,-2,2,0,2,0,0,3,-3,-2,0,0,-3,-1,0,-2,0,-1,2,2,-1,-1,2,2,1,-2,-1,-2,0,0,0,-2,-1,0,0,-1,0,2,0,1,2,0,0,7
24923,0,0,0,-3,0,0,2,0,0,0,-2,1,-3,-2,2,3,1,-2,-2,2,0,2,0,0,0,0,0,0,0,-1,-3,0,0,0,2,-2,1,1,1,0,0,2,0,1,1,0,2,1,1,-1,0,0,-3,0,-1,0,0,2,-3,-1,7
1077,0,0,-1,-1,-2,1,-1,0,1,0,-2,-1,0,-2,0,0,-1,3,0,2,1,0,-1,0,-2,-1,1,0,1,-2,0,0,-1,0,-2,-1,0,0,0,0,0,-1,-2,1,-1,0,-1,0,3,-1,1,-1,-1,0,-2,0,0,-2,1,0,15
7089,0,0,0,0,0,2,0,0,0,0,1,1,-3,2,1,1,1,3,-1,2,0,1,0,0,2,1,-2,0,-2,2,0,0,1,0,-1,1,0,1,1,2,-1,-3,-1,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,2,3,1,7
55497,0,0,3,-3,1,-2,-3,0,-1,0,-2,0,0,-1,1,-1,0,-1,3,1,0,1,0,0,2,-2,0,0,-1,2,-1,0,-1,0,-2,0,0,2,1,-1,1,0,1,-1,0,0,0,0,-1,0,0,1,3,0,-1,0,0,-1,-2,0,12
30193,0,0,1,-2,0,2,-1,0,2,0,-1,-2,-2,0,2,-1,-2,2,0,3,0,1,0,0,2,-1,0,-1,-1,-2,-2,0,1,0,1,2,0,1,0,-1,1,0,-3,-1,2,1,2,0,1,0,1,0,1,0,1,0,0,-1,-2,2,13
54872,0,0,-3,-2,0,2,0,0,2,0,-2,-2,1,-2,-2,-2,0,1,0,-1,0,-1,0,0,0,1,1,0,1,-2,1,1,0,0,-2,1,0,-1,2,-1,0,-1,-3,2,1,0,2,0,3,0,-1,0,-1,1,1,0,0,0,0,-3,1
23062,0,0,2,-2,0,3,1,0,1,0,1,-2,0,0,-2,-1,-2,0,1,-1,-1,1,0,-1,-2,-1,-1,-1,0,1,1,0,0,1,1,0,-3,-1,-3,2,2,1,2,0,-2,0,0,0,-2,0,0,0,3,0,2,-1,0,1,1,-3,8
51062,0,0,-1,-3,1,0,2,0,-1,0,-2,-1,1,3,1,-2,-1,-1,-2,0,0,-2,0,0,-1,2,0,0,-3,-2,-2,0,2,0,1,-1,3,-2,-1,1,3,2,2,-3,-2,0,-2,0,1,0,-1,0,-2,0,0,0,-1,0,-1,0,8
18288,0,0,-2,1,-1,0,-2,-1,0,-1,-2,1,0,1,-2,-1,1,-1,1,3,0,1,0,0,-2,2,0,0,1,1,1,0,-2,1,2,1,-1,-2,2,0,-1,1,2,-2,-3,0,1,0,-2,0,0,1,-1,0,1,0,0,0,1,0,3
14909,-1,0,0,-3,-2,2,-2,0,-2,0,-2,0,2,-1,-3,0,1,-2,1,-2,0,2,1,0,-2,0,2,0,0,-2,-1,0,0,0,-1,0,-3,-2,0,-1,-1,-1,0,1,-3,0,2,0,1,0,0,1,-3,0,-1,0,0,0,2,-1,0
40208,0,0,0,-1,-2,-1,-1,0,1,0,-2,0,0,0,-1,0,1,-2,2,-1,0,1,0,-1,2,-1,1,0,-3,0,2,0,0,1,2,2,3,-2,2,1,-2,-1,-3,1,-1,0,-1,0,1,0,-1,0,0,-1,1,0,0,3,1,1,10
48008,0,1,3,0,1,1,-1,0,1,0,-1,-2,1,0,0,1,1,1,2,1,0,1,0,0,1,0,-1,0,2,-1,-1,0,-1,0,-2,-1,0,2,-2,1,-1,1,1,1,0,0,-3,0,0,0,0,-1,0,0,2,0,0,-2,-3,-2,12
1683,-1,0,1,-1,-2,0,2,0,1,0,2,-1,1,0,0,-1,1,0,1,-1,0,-1,0,0,-1,0,1,0,2,2,1,0,0,0,-1,-1,0,0,1,2,2,-2,-1,-2,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,4
44758,0,0,1,0,-2,0,2,0,2,0,0,0,2,-2,2,-2,2,2,0,0,0,1,0,-1,0,-2,-2,0,1,0,-2,0,-3,0,-2,0,2,1,-2,2,1,-1,-1,1,-1,0,-1,0,-2,0,0,0,1,0,2,0,0,0,1,0,4
9086,0,0,2,1,-1,3,3,0,1,1,2,2,-1,1,3,-2,-2,2,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,1,0,0,1,-1,-2,2,3,1,1,-1,0,-1,1,2,0,0,0,2,0,-2,0,0,2,2,0,11
55993,0,0,2,0,-1,-3,-2,0,1,1,0,0,-1,2,1,-1,-1,-2,2,0,0,-1,0,0,2,-1,-2,0,0,0,-1,1,-1,0,-1,1,-1,0,1,0,0,-1,-2,1,1,0,-1,0,-1,0,0,1,0,0,-1,1,0,-1,-2,-1,12
35873,0,0,0,1,1,0,-1,0,2,0,-1,-1,0,-2,2,0,1,-2,1,2,0,1,0,0,2,1,1,-1,2,1,1,0,1,0,-1,-3,-2,3,2,2,1,-1,1,-1,3,0,2,0,-1,0,0,0,2,0,-2,0,0,2,-3,0,2
10811,0,1,0,0,-3,2,-2,0,2,0,-1,2,-3,2,-1,0,-2,1,0,1,0,3,0,0,2,2,0,0,0,2,0,0,-1,0,2,-2,-3,0,2,1,1,3,2,0,-3,0,-3,0,1,0,0,0,2,0,-1,0,-1,-1,1,1,9
8459,0,-1,0,1,-2,1,1,1,0,0,-1,-2,-1,2,-1,0,1,1,2,-2,0,-1,0,0,0,-2,1,0,0,-1,-1,0,0,0,-1,1,1,-2,0,-2,0,-2,-2,-2,2,0,0,0,0,0,0,0,1,0,-3,0,0,1,-1,-3,10
42293,0,0,0,1,-2,-1,-2,0,3,0,-2,-3,0,2,0,-1,0,0,1,-1,0,2,1,-1,2,0,0,0,-1,0,1,-1,0,0,1,2,1,0,-2,1,-2,0,-2,1,0,0,-2,0,-1,0,0,0,2,0,-2,0,0,3,-1,-1,10
59062,0,0,1,0,-1,2,1,0,-3,0,-1,0,1,2,0,-2,1,2,1,-3,0,3,0,0,1,1,0,0,-1,-2,1,0,0,0,0,-2,-1,-1,1,1,2,0,2,1,-1,0,-1,0,1,0,0,0,1,1,-1,0,0,0,0,-2,11
38236,0,1,1,-2,-1,0,3,0,0,-1,-1,0,1,-2,2,0,-2,0,1,-2,0,-2,0,-1,2,-1,1,0,2,-2,0,0,-1,0,-1,0,1,-1,3,0,-2,-1,0,-2,-1,0,2,0,1,0,0,0,-2,0,3,0,0,-1,2,1,12
16319,0,0,-1,1,-2,-1,-1,0,2,0,1,0,-2,-1,-1,-1,2,0,0,0,0,2,0,0,0,0,-1,0,-1,2,-2,0,2,1,-2,2,0,0,-3,-1,0,-2,-1,2,-1,0,-2,0,1,0,-1,0,0,0,1,1,0,0,2,1,6
59934,-1,0,1,2,2,-3,-2,0,2,0,1,3,1,2,0,-3,-2,0,-3,0,0,0,0,0,-2,-1,0,0,2,3,0,0,2,-1,0,-2,3,1,-2,-1,-2,-1,-1,0,1,0,1,0,-1,0,0,0,-2,0,1,0,0,2,-1,-1,3
12537,-1,0,-1,0,1,1,1,0,-1,0,-2,3,1,0,0,-1,1,2,0,-2,0,-2,0,0,1,0,2,0,0,-2,-1,0,2,0,0,2,0,-2,3,2,2,1,0,2,-1,0,2,0,2,0,0,1,2,0,-1,0,0,-1,0,0,1
